descricao,avaliacao,preco,url
Carregados para Celular V8 3 em 1 Branco,0.0,"62,19",https://www.americanas.com.br/produto/3501362106?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60e34e3d52131c3c81eaf77e
Celular Blu Z4 Z190 2 Chips Radio Fm Com Camera E Luz,1.0,"149,90",https://www.americanas.com.br/produto/31567228?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6141e33509c351890d7fff15&buyboxToken=smartbuybox-acom-v2-03cfadb6-83e6-4444-ba5f-89e11630836d-2021-10-12 17:29:50-0300
"Smartphone Samsung Galaxy A21s 64GB Preto 4G - 4GB ram 6,5 Câm. Quádrupla + Selfie 13MP",0.0,"1.525,00",https://www.americanas.com.br/produto/3714095013?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6116704f549cd5594fa3c850
"Reembalado: Smartphone Alcatel Ot-5085 A5 Max 32GB Dual, 16MP, Tela 5.2 Dourado - Excelente",0.0,"533,11",https://www.americanas.com.br/produto/2974904788?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61111f81549cd5594f298576
Celular New Up P9032 Preto Multilaser,0.0,"127,09",https://www.americanas.com.br/produto/3890401446?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6154e16b09c351890d2b0c51&buyboxToken=smartbuybox-acom-v2-cff2f616-6b65-420f-ac8c-1088d8d6f3ce-2021-10-12 17:29:50-0300
Smartphone Multilaser G 2 Android 11 Quad Core Reconhecimento Facial Sensor de Digitais - Lançamento,0.0,"899,36",https://www.americanas.com.br/produto/3845305324?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6131861109c351890d836ca0
Smartphone Samsung Galaxy A11 64 Gb Azul 4g Câmera Tripla,1.0,"1.274,80",https://www.americanas.com.br/produto/3407482267?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6157795509c351890defa284
"Celular Multilaser Up Play Dual Chip 1.8"" Preto Bluetooth 3G USB Câmera - P9134",0.0,"229,90",https://www.americanas.com.br/produto/3135933385?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=611f086609c351890dc36477&buyboxToken=smartbuybox-acom-v2-45f0abd9-2754-448b-827d-1b853a2a9343-2021-10-12 17:29:50-0300
Flash Para Celular Luz Mini Ring Light Clipe Anel Led Selfie,0.0,"16,00",https://www.americanas.com.br/produto/2568650727?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d65e5152131c3c8158f464&buyboxToken=smartbuybox-acom-v2-6e75fc11-2213-4c1f-bd05-80035e6bc17c-2021-10-12 17:29:50-0300
Smartphone Samsung Galaxy M12 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 4RAM Câmera Quádrupla 48MP + 5MP + 2MP + 2MP + Selfie 8MP - Azul,0.0,"1.434,90",https://www.americanas.com.br/produto/4056993101?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615871a709c351890d73fe85
Smartphone Xiaomi Redmi Note 7 48 Mpx Dual sim 64GB Moonlight White 4GB ram,0.0,"1.249,00",https://www.americanas.com.br/produto/4083118054?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615ef6e109c351890d7e6e9c
Celular Para Idosos Blu Zoey Smart 3g Com Whatsapp Facebook,0.0,"350,00",https://www.americanas.com.br/produto/2819459805?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60bec1b352131c3c81ec3a82&buyboxToken=smartbuybox-acom-v2-142be643-8220-411f-a047-8694316e5c7f-2021-10-12 17:29:50-0300
Smartphone Tecno CAMON 16 (128GB / 6GB RAM),0.0,"1.499,00",https://www.americanas.com.br/produto/2892483262?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60248ce60c07044266d0c064
Smartphone INFINIX HOT 10 LITE 64GB + 3 RAM PRONTA ENTREGA,0.0,"1.149,00",https://www.americanas.com.br/produto/3055664576?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60584ad40c070442660065bf
Pau De Selfie Para Celular Bluetooth Com Controle,0.0,"79,90",https://www.americanas.com.br/produto/3679606294?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6128f1e509c351890d2d67a3&buyboxToken=smartbuybox-acom-v2-b6267838-f4d7-46e6-a094-ad67798157a5-2021-10-12 17:29:50-0300
Smartphone Tecno SPARK 6 (4GB RAM / 128GB ROM),0.0,"1.249,90",https://www.americanas.com.br/produto/2753141801?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615ccf6d09c351890d24a296&buyboxToken=smartbuybox-acom-v2-22163aab-fbde-4a83-8f9a-f57abce044fe-2021-10-12 17:29:50-0300
Celular A10 Mini Dual SIM 32 MB 32 MB RAM - Preto,0.0,"129,00",https://www.americanas.com.br/produto/3839277574?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=612fa9c909c351890d06a5eb&buyboxToken=smartbuybox-acom-v2-a94e5b32-ad50-4bb6-a012-86983b95eaf2-2021-10-12 17:29:50-0300
Kit Celular Carregador T29 2x Usb + Cabo Micro USB V8 Tc046aa,0.0,"78,90",https://www.americanas.com.br/produto/3761783530?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=611fe90409c351890d961f11
Kit 6 em 1 p/ Live Streaming Vlogging Para Smartphone Greika,0.0,"399,00",https://www.americanas.com.br/produto/2698434547?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fea01d80c070442662fb37d
Smartphone TCL L7 Tela 5.5 32GB 2GBRAM Android 10,0.0,"799,00",https://www.americanas.com.br/produto/3233489767?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=611a775c09c351890d7c95aa&buyboxToken=smartbuybox-acom-v2-9a84eff9-c876-42bc-b34c-11e7e4250bbd-2021-10-12 17:29:50-0300
Smartphone Realme C15 128GB + 4 ram (prata),0.0,"1.499,00",https://www.americanas.com.br/produto/3463644558?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d6af5852131c3c81b17551
Celular Simples Bluetooth Flip Up Camera Radio Fm Mp3 Idoso,2.0,"169,90",https://www.americanas.com.br/produto/1516994472?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e501a2e79bf8430cba19910
Smartphone Zte Blade L110 Dual 4gb 5mp Quad Core mostruario Anatel!nf,0.0,"399,00",https://www.americanas.com.br/produto/2795139515?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=612e5d2609c351890d24433f
Salva Celular Fita Evita Quedas Proteção Migs Candy Color,0.0,"19,90",https://www.americanas.com.br/produto/3437965041?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6111e358549cd5594f69c4b3&buyboxToken=smartbuybox-acom-v2-7ab6f382-34c7-4157-9acc-e33b5b157eb2-2021-10-12 17:29:50-0300
"Smartphone Multilaser G Max 2 Dourado Octa Core Memória 64 gb + 2 gb ram 4G Tela 6,5 pol. Câmera Tripla + 5 mp Para Selfies P9157",0.0,"749,90",https://www.americanas.com.br/produto/4052027328?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61575e9f09c351890d9e71c9
Smartphone Multilaser Ms50L 4G Quad Core 1Gb Ram Tela 5 Pol. Dual Chip Android 7 Dourado/Preto - P9061 - Padrão,0.0,"583,17",https://www.americanas.com.br/produto/33840951?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5db84d2c60de01a83e7a1131
Celular simples teclas blu Z4 music dual sim,0.0,"199,99",https://www.americanas.com.br/produto/2953905431?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=604d4c900c07044266494118&buyboxToken=smartbuybox-acom-v2-f8dac2f9-4efe-4a4f-b891-36b28f9856fb-2021-10-12 17:29:50-0300
"Smartphone Multilaser G Pro 2 32GB + 2GB RAM 4G Tela 6,5",0.0,"940,54",https://www.americanas.com.br/produto/3612153892?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=611a649e09c351890d5d737e&buyboxToken=smartbuybox-acom-v2-fb6fa26a-b4ec-4a36-8ffb-1de6b81d2beb-2021-10-12 17:29:50-0300
Smartphone Positivo Twist 2 Go S541 8GB Dual Sim 5 pol. 8MP+5MP - Preto,0.0,"593,99",https://www.americanas.com.br/produto/2938539867?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61240c8109c351890dca41ba&buyboxToken=smartbuybox-acom-v2-0906f4d1-b864-486a-8f51-f7b2a6f3fe27-2021-10-12 17:29:50-0300
Ring light para celular mini,0.0,"19,90",https://www.americanas.com.br/produto/1826054902?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=601d356e0c07044266c98d60&buyboxToken=smartbuybox-acom-v2-ec3c1771-23e3-4686-b8b0-7202e0206c5e-2021-10-12 17:29:50-0300
Selfie Ring Light Para Celular A1,0.0,"17,90",https://www.americanas.com.br/produto/3042896028?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6100065652131c3c8192adad&buyboxToken=smartbuybox-acom-v2-e260478c-b33e-42fd-b3dc-09e3875c728a-2021-10-12 17:29:50-0300
Celular Positivo P38 Dual Chip Preto,0.0,"229,00",https://www.americanas.com.br/produto/2660584697?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fe3b0000c070442664b7fd9&buyboxToken=smartbuybox-acom-v2-1de9e377-2c23-4f3e-940b-959e3acca3d4-2021-10-12 17:29:50-0300
"Smartphone Multilaser F 16GB Café 3G Quad-Core - 1GB Tela 5,5” Câm. 5MP + Selfie 5MP Dual Chip",0.0,"465,00",https://www.americanas.com.br/produto/3549853924?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f08ebc52131c3c813bac53
"Celular Red Mobile Fit Music II M011G, Tela 1.8"", Câmera, FM Wireless, Vibracall, Memória expansível até 32GB - Preto/Azul",0.0,"135,45",https://www.americanas.com.br/produto/1964773180?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f3fb871cc79e88b86f663b9
Celular Flip P50 2G Positivo,0.0,"290,00",https://www.americanas.com.br/produto/3057591155?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61311ab209c351890d87d015&buyboxToken=smartbuybox-acom-v2-05119074-f82a-4ace-a3b0-84a7f2dc2c72-2021-10-12 17:29:50-0300
Celular Simples Bluetooth Flip Up Camera Radio Fm Mp3 Idoso,0.0,"169,90",https://www.americanas.com.br/produto/1517326231?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e50692b79bf8430cb480646
Gatilho L1 + R1 Pubg Celular Mira Jogo Tiro Fps Free Fire,0.0,"13,10",https://www.americanas.com.br/produto/2749213711?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=602408d20c070442661be07e&buyboxToken=smartbuybox-acom-v2-113a6326-8104-4955-a61f-8d70cdd4995b-2021-10-12 17:29:50-0300
Celular Infinity Dual Simples Teclado Numérico Teclas Grandes,0.0,"156,86",https://www.americanas.com.br/produto/3575212426?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f6fba652131c3c815b157a
Celular Flip Vita Vm - Multilaser,0.0,"250,00",https://www.americanas.com.br/produto/3119636655?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d632ba52131c3c81fabc87&buyboxToken=smartbuybox-acom-v2-11d21a15-27a4-4314-a7b6-9d99b5b63647-2021-10-12 17:29:50-0300
Usado: smartphone LG K22 32gb cinza.,0.0,"899,00",https://www.americanas.com.br/produto/3492892016?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60df671552131c3c81a30b6a
Mini Xiaomi Ring Light Iluminador Para Celular Luz Declipe Anel Led,0.0,"99,00",https://www.americanas.com.br/produto/4013875105?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61524df109c351890d21f124
Reembalado: Celular Hyundai hy EK208 Dual Chip Câmera vga Rádio fm Bluetooth Tela 1.8 Preto - Excelente,0.0,"63,00",https://www.americanas.com.br/produto/3521660047?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60fab14952131c3c818d5c3a
Celular com tela quebrada Positivo Pro S533-usado-original,0.0,"40,00",https://www.americanas.com.br/produto/3932287136?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6144f07609c351890dcca038
"Smartphone Positivo Twist 3 Pro S533 Dual Tela 5,7 64GB Câmera 8MP Grafite + Brinde",0.0,"799,00",https://www.americanas.com.br/produto/2826306663?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=604a94060c070442669771ef
Celular Positivo P31 3g Câmera Vga Dual Chip Desbloqueado Ideal para idosos,0.0,"279,90",https://www.americanas.com.br/produto/2847220009?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6018a0d10c0704426641378e&buyboxToken=smartbuybox-acom-v2-3ad846f3-ae4b-4855-add1-4d0d33621c46-2021-10-12 17:29:50-0300
Celular Multilaser Vita Dual sim 32 mb preto 24 mb ram,0.0,"188,82",https://www.americanas.com.br/produto/3817783960?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6144a0f509c351890d3f5782&buyboxToken=smartbuybox-acom-v2-9cfb6787-7d0f-42e6-8dc5-fae433265aac-2021-10-12 17:29:50-0300
Celular P28 Dual Chip Preto Positivo,0.0,"146,90",https://www.americanas.com.br/produto/2658179297?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615dad5e09c351890df63a48&buyboxToken=smartbuybox-acom-v2-7095a62a-89a9-482d-bf04-ce629631ff66-2021-10-12 17:29:50-0300
Kit Youtuber Celular Fone Ring Light Tripé,0.0,"58,00",https://www.americanas.com.br/produto/1723036787?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ec3b09079bf8430cb612f11&buyboxToken=smartbuybox-acom-v2-403f9849-0ac3-40b9-b80e-ca610061720d-2021-10-12 17:29:50-0300
"Smartphone Asus Zenfone 2 Dual Chip Desbloqueado Android 5.0 Lollipop Tela 5.5"" 16GB 4G Wi-Fi Câmera 13MP - Gold",48.0,"1.629,99",https://www.americanas.com.br/produto/124126271?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61436af809c351890db4e378
Smartphone Sony Xperia L C2104 3g 4gb Android 4.1 Câmera 8MP Dual Core 1.0GHz Tela 4.3 mostruario anatel! Nf,0.0,"419,00",https://www.americanas.com.br/produto/3922608101?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=614336bf09c351890dd96dc4
Suporti para celular para fixar em van com garantia barato,0.0,"31,90",https://www.americanas.com.br/produto/1397193372?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5df622da1729c3bbf11a12b9
Smartphone Samsung Galaxy S21 Ultra 128gb 12gb Ram Tela 6.8 pol. Bateria de 5.000mAh Câmera Quádrupla + Selfie de 40 Mp / topshop,0.0,"9.968,74",https://www.americanas.com.br/produto/3932109129?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6144e7fa09c351890dbc54ed
"Smartphone Multilaser G Pro 2 32GB + 2GB RAM 4G Tela 6,5",0.0,"940,54",https://www.americanas.com.br/produto/3612153892?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=611a649e09c351890d5d737e&buyboxToken=smartbuybox-acom-v2-5da8fae0-16c8-425d-be9f-0dab44e8b8ca-2021-10-12 17:30:29-0300
Smartphone Positivo Twist 2 Go S541 8GB Dual Sim 5 pol. 8MP+5MP - Preto,0.0,"593,99",https://www.americanas.com.br/produto/2938539867?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61240c8109c351890dca41ba&buyboxToken=smartbuybox-acom-v2-4296ef8f-152c-4a6b-9b10-09c2ae46b1cc-2021-10-12 17:30:29-0300
Ring light para celular mini,0.0,"19,90",https://www.americanas.com.br/produto/1826054902?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=601d356e0c07044266c98d60&buyboxToken=smartbuybox-acom-v2-d4e069cf-ed1c-41c1-9277-5f823f3b764c-2021-10-12 17:30:29-0300
Selfie Ring Light Para Celular A1,0.0,"17,90",https://www.americanas.com.br/produto/3042896028?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6100065652131c3c8192adad&buyboxToken=smartbuybox-acom-v2-b96c58d3-1365-4aa3-a3ed-a728f2b6206f-2021-10-12 17:30:29-0300
Celular Positivo P38 Dual Chip Preto,0.0,"229,00",https://www.americanas.com.br/produto/2660584697?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fe3b0000c070442664b7fd9&buyboxToken=smartbuybox-acom-v2-f71aee0b-b9d0-4ebb-8705-ef659cbc7ddf-2021-10-12 17:30:29-0300
"Smartphone Multilaser F 16GB Café 3G Quad-Core - 1GB Tela 5,5” Câm. 5MP + Selfie 5MP Dual Chip",0.0,"465,00",https://www.americanas.com.br/produto/3549853924?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f08ebc52131c3c813bac53
"Celular Red Mobile Fit Music II M011G, Tela 1.8"", Câmera, FM Wireless, Vibracall, Memória expansível até 32GB - Preto/Azul",0.0,"135,45",https://www.americanas.com.br/produto/1964773180?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f3fb871cc79e88b86f663b9
Celular Flip P50 2G Positivo,0.0,"220,00",https://www.americanas.com.br/produto/3057591155?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61311ab209c351890d87d016&buyboxToken=smartbuybox-acom-v2-d7b9bca2-1276-41b1-b231-52c67382e115-2021-10-12 17:30:29-0300
Celular Simples Bluetooth Flip Up Camera Radio Fm Mp3 Idoso,0.0,"169,90",https://www.americanas.com.br/produto/1517326231?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e50692b79bf8430cb480646
Gatilho L1 + R1 Pubg Celular Mira Jogo Tiro Fps Free Fire,0.0,"13,10",https://www.americanas.com.br/produto/2749213711?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=602408d20c070442661be07e&buyboxToken=smartbuybox-acom-v2-ad30987c-00bb-4a6f-8a79-c303b4dce7b0-2021-10-12 17:30:29-0300
Celular Infinity Dual Simples Teclado Numérico Teclas Grandes,0.0,"156,86",https://www.americanas.com.br/produto/3575212426?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f6fba652131c3c815b157a
Celular Flip Vita Vm - Multilaser,0.0,"250,00",https://www.americanas.com.br/produto/3119636655?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d632ba52131c3c81fabc87&buyboxToken=smartbuybox-acom-v2-6c1f602c-6b03-4849-ae66-1bca48d46f3e-2021-10-12 17:30:29-0300
Usado: smartphone LG K22 32gb cinza.,0.0,"899,00",https://www.americanas.com.br/produto/3492892016?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60df671552131c3c81a30b6a
Mini Xiaomi Ring Light Iluminador Para Celular Luz Declipe Anel Led,0.0,"99,00",https://www.americanas.com.br/produto/4013875105?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61524df109c351890d21f124
Reembalado: Celular Hyundai hy EK208 Dual Chip Câmera vga Rádio fm Bluetooth Tela 1.8 Preto - Excelente,0.0,"63,00",https://www.americanas.com.br/produto/3521660047?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60fab14952131c3c818d5c3a
Celular com tela quebrada Positivo Pro S533-usado-original,0.0,"40,00",https://www.americanas.com.br/produto/3932287136?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6144f07609c351890dcca038
"Smartphone Positivo Twist 3 Pro S533 Dual Tela 5,7 64GB Câmera 8MP Grafite + Brinde",0.0,"799,00",https://www.americanas.com.br/produto/2826306663?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=604a94060c070442669771ef
Celular Positivo P31 3g Câmera Vga Dual Chip Desbloqueado Ideal para idosos,0.0,"279,90",https://www.americanas.com.br/produto/2847220009?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6018a0d10c0704426641378e&buyboxToken=smartbuybox-acom-v2-7afc72c0-dc02-431c-826e-f14ce2b7d328-2021-10-12 17:30:29-0300
Celular Multilaser Vita Dual sim 32 mb preto 24 mb ram,0.0,"188,82",https://www.americanas.com.br/produto/3817783960?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6144a0f509c351890d3f5782&buyboxToken=smartbuybox-acom-v2-6ee01718-9356-4516-82a3-84ffcd001e92-2021-10-12 17:30:29-0300
Celular P28 Dual Chip Preto Positivo,0.0,"146,90",https://www.americanas.com.br/produto/2658179297?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615dad5e09c351890df63a48&buyboxToken=smartbuybox-acom-v2-705f521d-ca5f-4c74-a756-bce815c8e952-2021-10-12 17:30:29-0300
Kit Youtuber Celular Fone Ring Light Tripé,0.0,"58,00",https://www.americanas.com.br/produto/1723036787?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ec3b09079bf8430cb612f11&buyboxToken=smartbuybox-acom-v2-a362db82-d99a-4eea-ad23-8a1f2046d9f3-2021-10-12 17:30:29-0300
"Smartphone Asus Zenfone 2 Dual Chip Desbloqueado Android 5.0 Lollipop Tela 5.5"" 16GB 4G Wi-Fi Câmera 13MP - Gold",48.0,"1.629,99",https://www.americanas.com.br/produto/124126271?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61436af809c351890db4e378
Smartphone Sony Xperia L C2104 3g 4gb Android 4.1 Câmera 8MP Dual Core 1.0GHz Tela 4.3 mostruario anatel! Nf,0.0,"419,00",https://www.americanas.com.br/produto/3922608101?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=614336bf09c351890dd96dc4
Suporti para celular para fixar em van com garantia barato,0.0,"31,90",https://www.americanas.com.br/produto/1397193372?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5df622da1729c3bbf11a12b9
Smartphone Samsung Galaxy S21 Ultra 128gb 12gb Ram Tela 6.8 pol. Bateria de 5.000mAh Câmera Quádrupla + Selfie de 40 Mp / topshop,0.0,"9.968,74",https://www.americanas.com.br/produto/3932109129?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6144e7fa09c351890dbc54ed
Smartphone Tecno CAMON 15 PRO (128GB / 6GB RAM),0.0,"1.899,00",https://www.americanas.com.br/produto/3057102294?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6058d4f40c07044266f06433
"Smartphone Semp Go 5E, 16Gb, 13Mp, Tela 5.5' Dourado",0.0,"679,00",https://www.americanas.com.br/produto/4101114306?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6160a04d09c351890db3ed87
Smartphone Positivo Twist 4 Fit S509n 32gb Dual Chip Vermelho,0.0,"455,99",https://www.americanas.com.br/produto/4100640523?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6160944109c351890d6ab39e
Celular Flip Up Dual Chip Mp3 Dourado Multilaser - P9044,0.0,"165,49",https://www.americanas.com.br/produto/26991238?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5c61841bf216c95bdeebeb7d&buyboxToken=smartbuybox-acom-v2-250a2b0c-afb8-4c4d-92ba-b4b2f8a0baa8-2021-10-12 17:30:29-0300
Kit Smartphone Multilasermc200 Power Bank Micro Sd Pendrive,0.0,"164,25",https://www.americanas.com.br/produto/1884524271?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f29778079bf8430cb8268be
"Smartphone Positivo S431B TWIST Mini 16GB, Dual Chip, Android Oreo, Processador Quad Core 1.3GHz, Câmera Traseira 5MP, C",0.0,"516,00",https://www.americanas.com.br/produto/2997419339?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6048b5320c070442665ec613
Smartphone Ms55m Preto 8gb Memoria Quad Core - Multilaser MUL-014,0.0,"612,71",https://www.americanas.com.br/produto/30639298?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5cac9e76f216c95bde41e7b7
Celular Red Mobile Prime M012f Tela 2.4 Polegadas Dual Chip Bluetooth Fm Wireless,0.0,"261,12",https://www.americanas.com.br/produto/104241681?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=612cf22309c351890d9b8923&buyboxToken=smartbuybox-acom-v2-9d754773-316a-4694-8099-607d04a48763-2021-10-12 17:30:29-0300
Suporti para celular para colocar na caminhonete top barato,0.0,"31,90",https://www.americanas.com.br/produto/1397126559?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5df609871729c3bbf1fa5258
Celular Positivo P50 Dual Sim 32 Mb Preto Sos Idoso Flip,1.0,"230,00",https://www.americanas.com.br/produto/3255966392?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6093f7fd52131c3c8184e147&buyboxToken=smartbuybox-acom-v2-fd9d5aac-6640-4371-ad11-3a3fa8acbb9b-2021-10-12 17:30:29-0300
Ring Light para Celular Luz de Led Universal,0.0,"49,90",https://www.americanas.com.br/produto/1826056529?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f08e29779bf8430cb82d12b
"Smartphone Ipro Kylin, Android 6.0, Dual chip, Processador Quad Dual Core 1.3Ghz, Câmera traseira de 5MP e frontal 2 MP,",0.0,"660,00",https://www.americanas.com.br/produto/1828459903?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f09bc1879bf8430cb68d3b8
Ring Light Selfie Para Celular,0.0,"18,00",https://www.americanas.com.br/produto/3801084531?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6126d45c09c351890d9728ec
